区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
朝阳,弘善家园,2室1厅1卫,81㎡,西,中楼层/19层,有,6000
朝阳,福盈家园,2室1厅1卫,72㎡,南北,高楼层/20层,有,6000
海淀,宝盛里,1室1厅1卫,56㎡,南,低楼层/6层,无,5500
朝阳,西坝河西里,1室1厅1卫,41㎡,南,低楼层/6层,无,5300
丰台,西罗园南里,1室1厅1卫,36㎡,南,低楼层/6层,无,4300
丰台,北大街北里,2室1厅1卫,53㎡,南,高楼层/6层,无,4800
丰台,北大街南里,1室1厅1卫,51㎡,南北,中楼层/6层,无,4600
海淀,红联北村,1室1厅1卫,45㎡,东北,低楼层/6层,无,5600
朝阳,驼房营南里,1室1厅1卫,55㎡,南,高楼层/20层,有,5500
丰台,亿朋苑三区,1室1厅1卫,55㎡,南,高楼层/15层,有,5000
大兴,富强西里,1室1厅1卫,52㎡,南,低楼层/6层,无,3200
丰台,育芳园,1室1厅1卫,45㎡,南,高楼层/6层,无,4900
大兴,首座御园二区二期,2室1厅1卫,94㎡,东南,中楼层/14层,有,3600
丰台,海户屯,1室1厅1卫,42㎡,南北,中楼层/6层,无,4300
朝阳,中海城紫鑫阁,2房间1卫,58㎡,南,中楼层/20层,有,5700
顺义,马坡花园一区,2室1厅1卫,77㎡,南北,高楼层/6层,无,3600
西城,右安门内西街甲10号院,2室1厅1卫,56㎡,南,低楼层/6层,无,6200
丰台,青塔秀园,2室1厅1卫,58㎡,东西,低楼层/6层,无,4200
昌平,北郡嘉源,2室1厅1卫,77㎡,南,低楼层/13层,有,3600
房山,首创紫悦台,1室1厅1卫,40㎡,南,低楼层/14层,有,2800
朝阳,沿海赛洛城二期,1室0厅1卫,55㎡,南,低楼层/19层,有,5800
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
海淀,红联村,1室1厅1卫,41㎡,南,高楼层/6层,无,5300
通州,后南仓,2室1厅1卫,57㎡,南北,中楼层/6层,无,3400
朝阳,兴隆家园,2室1厅1卫,73㎡,南北,中楼层/6层,无,6450
东城,广渠门内大街,1室1厅1卫,63㎡,南,中楼层/14层,有,6700
通州,永顺南街308号院,2室1厅1卫,76㎡,东西,中楼层/6层,无,3000
西城,远见名苑,1室1厅1卫,55㎡,北,中楼层/26层,有,5800
大兴,黄村西里,1室1厅1卫,44㎡,南,高楼层/5层,无,3500
顺义,煤炭公司家属楼,2室1厅1卫,73㎡,南北,低楼层/6层,无,3500
大兴,三槐家园,2室1厅1卫,84㎡,南北,高楼层/10层,有,3600
朝阳,福怡苑,2室1厅1卫,70㎡,南北,中楼层/7层,无,5300
东城,和平里七区,2室1厅1卫,55㎡,东西,中楼层/6层,无,5900
门头沟,紫金新园二区,1室1厅1卫,40㎡,南,高楼层/16层,无,2700
丰台,南苑西路56号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5000
朝阳,芍药居北里,1室1厅1卫,51㎡,东南,低楼层/7层,无,5500
通州,中泽家园,2室1厅1卫,76㎡,南北,低楼层/6层,无,3400
海淀,小南庄社区,1室1厅1卫,42㎡,西,中楼层/6层,无,5500
丰台,新城市经典,1室1厅1卫,51㎡,西,低楼层/18层,有,4500
西城,丽水莲花,2室1厅1卫,69㎡,东,低楼层/21层,有,6200
朝阳,弘善家园,2室1厅1卫,77㎡,东南,高楼层/28层,有,5600
大兴,枣园小区,2室1厅1卫,67㎡,南北,中楼层/6层,无,3550
丰台,3G木兰,1室0厅1卫,42㎡,西,高楼层/8层,有,4999
顺义,建新北区,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
昌平,石坊院,2室1厅1卫,60㎡,南北,中楼层/6层,无,3500
丰台,南庭新苑北区,2室1厅1卫,58㎡,南,高楼层/16层,有,4800
海淀,明光村小区,1室1厅1卫,47㎡,南北,中楼层/5层,无,5500
西城,马连道路5号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5500
丰台,嘉园二里,2室1厅1卫,50㎡,东西,地下室/6层,无,4300
朝阳,朝阳无限,1室1厅1卫,60㎡,北,高楼层/21层,有,6100
朝阳,富华家园,2室1厅1卫,82㎡,东南,高楼层/24层,有,6500
丰台,西罗园四区,2室1厅1卫,70㎡,西北,高楼层/24层,有,5000
